timestamp,ip,user_agent,path,method,input
2025-03-15 13:21:32,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 13:21:42,66.249.79.205,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/712,GET,
2025-03-15 13:23:43,40.77.167.5,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",product,GET,"{""tag"": [null], ""category"": ""101""}"
2025-03-15 13:24:33,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 13:24:50,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 13:30:50,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 13:31:03,40.77.167.5,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""1"", ""search"": ""2024""}"
2025-03-15 13:34:50,51.222.253.6,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/59,GET,
2025-03-15 13:41:07,40.77.167.24,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",company/detail/109,GET,
2025-03-15 13:41:19,66.249.79.205,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/186,GET,
2025-03-15 13:46:15,85.208.96.202,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),article/detail/334,GET,
2025-03-15 13:47:34,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 13:48:34,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 13:48:46,17.241.75.62,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)",article/detail/104,GET,
2025-03-15 13:49:15,66.249.79.164,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/135/product/detail/895,GET,
2025-03-15 13:51:06,51.222.253.16,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/94,GET,
2025-03-15 13:52:34,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 13:54:41,66.249.79.33,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/510,GET,
2025-03-15 13:58:34,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:05:34,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:06:51,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:07:24,66.249.79.195,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/139,GET,
2025-03-15 14:08:26,51.222.253.10,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),company/detail/114/product/detail/717,GET,
2025-03-15 14:09:43,52.167.144.172,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/126,GET,
2025-03-15 14:11:51,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:13:52,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:14:34,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:14:52,36.12.221.149,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,article/detail/391,GET,
2025-03-15 14:14:58,36.12.221.149,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,/,GET,
2025-03-15 14:16:27,193.186.4.181,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",article/detail/3,GET,
2025-03-15 14:16:46,52.167.144.172,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""3"", ""search"": ""ryobi 18v airstrike stapler""}"
2025-03-15 14:20:52,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:22:21,101.140.208.163,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",article/detail/223,GET,
2025-03-15 14:22:25,101.140.208.163,MobileSafari/8620.2.4.10.7 CFNetwork/3826.400.120 Darwin/24.3.0,/,GET,
2025-03-15 14:24:26,66.249.79.193,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/139/product/detail/913,GET,
2025-03-15 14:25:31,52.167.144.147,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""3"", ""search"": ""the range 702 vegas""}"
2025-03-15 14:28:36,40.77.167.70,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",product/detail/192,GET,
2025-03-15 14:30:52,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:31:35,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:33:35,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:36:32,40.77.167.77,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""3"", ""search"": ""HobbyBoss 83401 (1/700)""}"
2025-03-15 14:40:49,199.45.155.106,,/,GET,
2025-03-15 14:41:02,199.45.155.106,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),/,GET,
2025-03-15 14:41:53,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:42:56,185.191.171.19,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),company/detail/11/product/detail/275,GET,
2025-03-15 14:46:19,17.241.227.133,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)",article/detail/259,GET,
2025-03-15 14:47:53,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:51:36,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 14:54:50,125.14.138.157,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",article/detail/101,GET,
2025-03-14 23:31:18,106.146.15.157,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",article/detail/230,GET,
2025-03-14 23:31:27,167.86.73.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",fedora.php,GET,
2025-03-14 23:32:57,106.146.15.157,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",search/2,GET,"{""search"": null, ""category"": null, ""content_type"": ""1"", ""order"": null}"
2025-03-15 03:40:09,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:40:27,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:41:09,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:41:10,193.186.4.181,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",article/detail/16,GET,
2025-03-15 03:46:10,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:47:10,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:48:39,185.191.171.10,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html),article/detail/436,GET,
2025-03-15 03:51:10,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:54:10,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:54:39,40.77.167.156,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""3"", ""search"": ""k500 b94 aliexpress""}"
2025-03-15 03:55:11,72.14.201.177,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",article/detail/159,GET,
2025-03-15 03:55:27,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:57:03,222.228.212.248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",article/detail/220,GET,
2025-03-15 03:58:10,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 03:59:51,3.114.179.90,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",article/detail/17,GET,
2025-03-15 04:00:22,66.249.79.193,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),article,GET,
2025-03-15 04:03:13,88.203.186.24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",article,GET,
2025-03-15 04:06:20,52.167.144.163,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/180,GET,
2025-03-15 04:06:28,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:09:28,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:11:05,216.244.66.231,Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com),article/detail/110,GET,
2025-03-15 04:13:11,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:13:28,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:16:28,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:18:28,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:19:35,14.10.84.226,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",article/detail/44,GET,
2025-03-15 04:19:45,14.10.84.226,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",/,GET,
2025-03-15 04:19:56,66.249.79.195,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",product/detail/709,GET,
2025-03-15 04:21:18,36.67.244.194,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",login,POST,"{""_token"": ""b4uzlGK1h7aXzVOs88aJvwwhgz2Pr1mlHW9IHXAM"", ""email"": ""ilindayql6@gmail.com"", ""remember"": ""rlCZHwJEWCRktbI""}"
2025-03-15 04:21:28,36.67.244.194,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",login,POST,"{""_token"": ""b4uzlGK1h7aXzVOs88aJvwwhgz2Pr1mlHW9IHXAM"", ""email"": ""ilindayql6@gmail.com"", ""remember"": ""rlCZHwJEWCRktbI""}"
2025-03-15 04:25:33,52.167.144.203,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""3"", ""search"": ""g703 ptfe""}"
2025-03-15 04:27:48,103.131.71.156,Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine),article/detail/2,GET,
2025-03-15 04:28:42,66.249.79.195,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/83/product/detail/635,GET,
2025-03-15 04:31:35,116.12.16.218,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/359.2.735510536 Mobile/15E148 Safari/604.1",article/detail/159,GET,
2025-03-15 04:36:12,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:38:29,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:39:08,51.222.253.18,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/220,GET,
2025-03-15 04:43:12,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:45:29,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:47:12,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:48:12,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 04:48:34,66.249.79.206,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),/,GET,
2025-03-15 04:55:40,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),article/detail/229,GET,"{""utm_source"": ""media_article"", ""utm_medium"": ""229""}"
2025-03-15 04:55:49,172.178.140.158,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",article/detail/196,GET,
2025-03-15 04:56:36,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/102/product/detail/710,GET,
2025-03-15 04:57:01,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/102/product/detail/799,GET,
2025-03-15 04:57:16,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/102/product/detail/802,GET,
2025-03-15 04:57:26,66.249.79.195,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/3/product,GET,
2025-03-15 04:57:36,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/102/product/detail/806,GET,
2025-03-15 04:57:58,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/102/product/detail/810,GET,
2025-03-15 04:58:12,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:00:12,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),/,GET,
2025-03-15 05:00:18,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/27/product/detail/396,GET,"{""utm_source"": ""media_article"", ""utm_medium"": ""396""}"
2025-03-15 05:00:46,52.156.77.147,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",article/detail/248,GET,
2025-03-15 05:01:54,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/33/article,GET,
2025-03-15 05:02:19,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/35/article,GET,
2025-03-15 05:03:46,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/41/product/detail/372,GET,"{""utm_source"": ""media_article"", ""utm_medium"": ""372""}"
2025-03-15 05:04:34,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/47/product/detail/367,GET,"{""utm_source"": ""media_article"", ""utm_medium"": ""367""}"
2025-03-15 05:04:39,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/47,GET,"{""utm_source"": ""media_article"", ""utm_medium"": ""47""}"
2025-03-15 05:06:30,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:08:30,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:11:00,72.14.201.152,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",article/detail/77,GET,
2025-03-15 05:11:30,66.249.79.194,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.141 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",company/detail/31,GET,
2025-03-15 05:14:19,40.77.167.23,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""3"", ""search"": ""\u7d50\u675f\u30d0\u30f3\u30c9\u3000\u30dd\u30fc\u30eb\u56fa\u5b9a""}"
2025-03-15 05:17:07,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/76/product/detail/143,GET,"{""utm_source"": ""media_article"", ""utm_medium"": ""143""}"
2025-03-15 05:17:17,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),company/detail/78/article,GET,
2025-03-15 05:17:30,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:18:13,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:19:13,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:19:31,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),product/detail/615,GET,"{""utm_source"": ""media_article"", ""utm_medium"": ""615""}"
2025-03-15 05:20:02,143.244.46.136,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),/,GET,
2025-03-15 05:21:13,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:21:17,40.77.167.5,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",article/detail/388,GET,
2025-03-15 05:28:14,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:28:39,52.167.144.203,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",search,GET,"{""content_type"": ""3"", ""search"": ""\u30d1\u30ed\u30de \u30ac\u30b9\u708a\u98ef\u5668""}"
2025-03-15 05:30:14,51.222.253.16,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),product/detail/229,GET,
2025-03-15 05:32:51,43.129.169.161,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",/,HEAD,
2025-03-15 05:38:24,126.255.217.159,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",article/detail/101,GET,
2025-03-15 05:38:31,172.31.8.254,ELB-HealthChecker/2.0,api/health-check,GET,
2025-03-15 05:40:33,78.153.140.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36",.env,GET,
2025-03-15 05:40:57,51.8.155.76,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",article/detail/298,GET,
2025-03-15 05:41:14,172.31.43.200,ELB-HealthChecker/2.0,api/health-check,GET,
